Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,0
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,2
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,3
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
tasksets-2/10-tasks/60-percent,edf,10,60,0
tasksets-2/10-tasks/60-percent,rr,10,60,2
tasksets-2/10-tasks/60-percent,dm,10,60,1
